"LEVEL3_N","mean_temp","precipatation","temp_seasonality","ivs","temp_anomaly","prec_anomaly","active","passive","longitude","latitude"
"Galápagos",23.2602424621582,313.872528076172,148.339324951172,92.0482788085938,29.0690422058105,40.9925575256348,3,1,-90.8933467733795,-0.562241414071818
"Gambia, The",27.180627822876,799.077087402344,186.862991333008,24909.541015625,33.3652687072754,-117.076843261719,9,2,-15.3858789626754,13.4542974700077
"Georgia",17.5180625915527,1287.82983398438,695.95068359375,697164.75,80.0222091674805,33.7902641296387,4,NA,-83.436371667224,32.6428437499544
"Germany",8.56387996673584,779.063903808594,647.418029785156,352991.59375,104.589294433594,-19.5397243499756,1,NA,10.3722297409558,51.0536325576144
"Ghana",27.0496635437012,1212.9072265625,144.453720092773,181437.703125,47.5558738708496,132.629730224609,43,15,-1.20722570511678,7.9538682667942
"Gilbert Is.",27.3840007781982,1621.6201171875,32.117488861084,0,34.3842735290527,86.232421875,2,NA,174.32171074073,-0.0759458766019235
"Great Britain",8.6041259765625,1097.03576660156,428.547729492188,110597.65625,122.218627929688,55.5078277587891,2,NA,-2.55649626670762,54.0080401984948
"Greece",13.5185585021973,659.4423828125,687.927429199219,318265.625,54.5165939331055,-58.1892395019531,1,NA,22.6608374136089,39.3494368258202
"Guatemala",23.0428218841553,2270.54418945312,133.779983520508,727465.75,32.7984199523926,718.253784179688,101,30,-90.3594605941025,15.6983138401051
"Guinea",25.6877975463867,1810.99975585938,172.859085083008,303806.34375,50.4307479858398,240.513809204102,30,12,-10.9355074882882,10.4396995700454
"Guinea-Bissau",26.6374454498291,1661.93835449219,156.948165893555,273928.15625,34.1708145141602,-31.300537109375,19,7,-14.9878569472877,12.0164992799583
"Gulf of Guinea Is.",22.687915802002,2525.0361328125,84.5565032958984,1530040.75,34.7494125366211,-139.318481445312,14,11,7.97460409020079,2.3685747681065
"Guyana",25.9294815063477,1941.25927734375,56.9508934020996,1419645.625,34.2007255554199,68.0665969848633,125,24,-58.9720743076187,4.78823572871048
"Hainan",24.0077304840088,1569.79431152344,359.775939941406,309410.6875,48.6480331420898,131.733520507812,17,6,109.740635816676,19.2006497182688
"Haiti",24.2615833282471,1457.16845703125,119.322944641113,71521.234375,39.7358932495117,686.701843261719,26,8,-72.6852633951106,18.9384926510636
"Hawaii",18.9548892974854,1674.029296875,133.493911743164,695984.625,29.4671058654785,-360.961730957031,10,NA,-156.363929959727,20.2747821384199
"Honduras",23.6215286254883,1713.57409667969,136.642120361328,763051.5625,32.7368774414062,723.396240234375,102,26,-86.6225427235439,14.8181081237169
"Hungary",10.2391500473022,568.461730957031,806.318237304688,131050.6015625,72.3961334228516,-20.4187965393066,1,NA,19.3969369833,47.1696184262545
"Illinois",10.9752759933472,984.041625976562,1015.80053710938,125664.3671875,180.390991210938,-95.6335830688477,3,NA,-89.1561380552977,40.0972373550062
"India",25.9829654693604,1035.515625,454.06591796875,73949.1953125,52.4982604980469,182.923034667969,16,6,78.3897523780212,21.6213536483239
"Indiana",10.872932434082,1038.91760253906,971.432678222656,166066.703125,194.795150756836,-117.887512207031,1,NA,-86.2910643884757,39.8995978563741
"Inner Mongolia",3.73957681655884,294.993560791016,1361.34204101562,151580.953125,90.9986190795898,81.9351348876953,2,NA,112.797228330814,43.7768973273078
"Iowa",8.89205265045166,846.384643554688,1125.22497558594,70594.7890625,203.863479614258,-46.2775802612305,1,NA,-93.4921125552866,42.0792892157449
"Ivory Coast",26.1442794799805,1274.0234375,121.647575378418,260736.03125,46.2608451843262,120.122528076172,45,20,-5.55536566936395,7.62915570667354
"Jamaica",24.2924098968506,1718.66064453125,102.068511962891,788395.25,41.7673530578613,662.116760253906,24,8,-77.3193155297381,18.1518242824802
"Japan",10.5810346603394,1625.86645507812,866.553283691406,962728.875,82.4921646118164,180.940353393555,7,2,137.668229827892,37.4745914394471
"Jawa",24.6215686798096,2419.12060546875,48.2355041503906,286897.28125,39.193359375,754.926818847656,21,13,110.07231530386,-7.29452853582911
"Kansas",12.4806480407715,707.954345703125,1003.21411132812,34286,169.199234008789,-35.6483726501465,2,NA,-98.3676728866576,38.492355533563
"Kazakhstan",5.85025072097778,246.173126220703,1349.41857910156,25434.02734375,65.0313415527344,80.189208984375,1,NA,67.2544369464463,48.3653352824348
"Kazan-retto",24.0807189941406,1357.08435058594,323.197631835938,NA,42.205451965332,-106.792610168457,1,1,141.308673857544,24.9383492661191
"Kentucky",12.9814672470093,1223.16613769531,865.397216796875,711486.25,150.792358398438,0.175398632884026,3,NA,-85.2989543313819,37.5359092472032
"Kenya",24.2765216827393,601.626342773438,104.919853210449,46274.40625,36.3553237915039,113.349098205566,11,8,37.8579060572768,0.529518075786162
"Khabarovsk",-5.55923414230347,588.470886230469,1627.43493652344,704693.1875,117.24764251709,116.963645935059,1,NA,136.756867021365,54.1690322368326
"Korea",8.3485164642334,1102.41467285156,1042.17626953125,724364.875,85.65771484375,112.096542358398,4,NA,127.457516393985,38.4504228067548
"Krym",10.9061794281006,470.221069335938,808.708740234375,134249.4375,56.5214080810547,41.774169921875,1,NA,34.3262067807889,45.2756929385222
"Kuril Is.",2.01190900802612,1213.95458984375,689.181579589844,569012.5625,100.275375366211,243.893966674805,1,NA,150.436280703198,46.8882143483145
"KwaZulu-Natal",17.9528045654297,872.039611816406,319.516845703125,541278.75,40.5392150878906,-36.9883232116699,3,NA,30.7354014181893,-28.7026927310232
"Laos",22.9937210083008,1854.56127929688,277.380615234375,598841.375,62.7509231567383,109.986083984375,21,10,103.800633662667,18.4876503376972
"Leeward Is. AB Ant",26.0114574432373,1312.74694824219,111.771461486816,479974.0625,53.4494857788086,296.263671875,29,10,-62.2813489233832,16.92041674981
"Lesser Sunda Is.",25.1835098266602,1654.18640136719,83.4709396362305,632331.125,30.4648628234863,-153.679504394531,10,10,123.089967168841,-8.66592983987429
"Liberia",25.4952583312988,2639.0400390625,81.4586410522461,717490.5625,41.1269912719727,-44.6712646484375,43,20,-9.30559966299684,6.44724022770553
"Louisiana",18.9863090515137,1487.796875,685.082092285156,601770.4375,96.3440399169922,-10.3479814529419,3,1,-92.0073186717803,31.0687454242709
"Madagascar",22.939001083374,1390.74462890625,227.75634765625,324281.21875,41.7995758056641,-94.8001403808594,16,10,46.7441978418545,-19.3180041319411
"Madeira",15.7641696929932,682.130798339844,256.678405761719,793189.5,42.0324859619141,73.3806381225586,NA,1,-16.9471955234222,32.7674404968523
"Maine",4.82827806472778,1094.12854003906,1055.46850585938,1023433.0625,256.097900390625,549.363220214844,2,NA,-69.2398371717521,45.3836682472982
"Malawi",21.7373542785645,1072.45666503906,230.506332397461,278776,46.4386405944824,-4.6267580986023,6,5,34.300355798805,-13.2014228728924
"Malaya",25.775484085083,2542.79125976562,56.8309135437012,799688.25,51.2209587097168,318.835845947266,31,12,102.180218395222,4.02686173191714
"Maldives",28.3493824005127,2041.40649414062,49.0590896606445,0,33.5532112121582,-249.474014282227,1,NA,73.2523423945323,3.36497801802621
"Mali",28.4028720855713,289.007232666016,478.983581542969,5080.9111328125,70.8739700317383,116.73371887207,8,1,-3.57218230885903,17.3196216497535
"Maluku",25.4011287689209,2351.6865234375,50.1183128356934,1148722,29.5514259338379,-7.22771310806274,14,12,127.989968055645,-1.4199917237762
"Manchuria",3.07179474830627,583.06787109375,1448.01318359375,394425.71875,96.9775466918945,132.415115356445,2,NA,126.423586519021,45.599483577815
"Marianas",26.7049427032471,2093.84838867188,77.206184387207,5676.7958984375,32.7184371948242,-580.086242675781,6,1,145.190613523838,14.8813129306083
"Marquesas",25.134391784668,1644.50085449219,55.9585227966309,0,31.600040435791,-421.512512207031,1,1,-139.588166063984,-9.3650437970331
"Marshall Is.",27.6709651947021,2894.82641601562,20.4308853149414,0,30.1453990936279,-99.5968933105469,1,NA,168.621210017038,8.41334209005381
"Maryland",12.4041442871094,1085.37609863281,868.415344238281,470345.21875,158.667144775391,-257.675262451172,4,NA,-76.7996136832807,39.0566414689596
"Massachusetts",8.57610321044922,1172.35791015625,928.26123046875,983180.9375,260.604644775391,94.6248168945312,3,NA,-71.8050844740478,42.260415474017
"Mauritania",27.713794708252,84.2698745727539,533.3916015625,162.985992431641,67.2683715820312,44.2727127075195,2,1,-10.3546343360632,20.2232166952925
"Mauritius",22.7803268432617,1689.90979003906,210.044082641602,277896.53125,32.6367988586426,-345.756256103516,5,6,57.5543882525017,-20.1918769459385
"Mexican Pacific Is.",20.1111011505127,213.977294921875,223.870559692383,150719.78125,29.1601314544678,-35.7230262756348,1,NA,-115.293829662304,24.8069979657263
"Mexico Central",17.1978206634521,933.3759765625,184.304229736328,462352.03125,96.3027572631836,169.311828613281,47,14,-98.5852346214605,19.1311549828516
"Mexico Gulf",23.7946949005127,1701.91027832031,266.247253417969,227310.546875,67.2062377929688,329.054870605469,92,23,-96.3828397873044,19.3685022183222
"Mexico Northeast",18.2926921844482,518.764038085938,473.720489501953,199428.578125,83.2357940673828,39.1804008483887,38,9,-102.976028213757,25.8152365100258
"Mexico Northwest",20.9547252655029,375.748382568359,528.282836914062,244128.734375,45.8572311401367,2.53089165687561,30,10,-111.302608681938,28.4572378478616
"Mexico Southeast",25.1602993011475,1502.60119628906,183.62565612793,498403.78125,39.7650032043457,505.864868164062,98,30,-90.5886675082268,18.5011820072618
"Mexico Southwest",21.906946182251,1115.18359375,184.295028686523,644147.375,63.10302734375,210.898712158203,94,28,-100.644924628997,18.8553679189373
"Michigan",6.70409107208252,820.771728515625,951.192687988281,541162.0625,261.798522949219,-35.211841583252,2,NA,-85.6696587923036,44.8426772248154
"Minnesota",4.92895889282227,676.899047851562,1226.81628417969,308163.46875,250.468246459961,-45.5975227355957,1,NA,-94.20050746019,46.3147489348806
"Mississippi",17.3365917205811,1477.54040527344,745.047546386719,710782.5,102.662055969238,24.664966583252,3,NA,-89.6758466444322,32.7408563659501
"Missouri",12.5497016906738,1048.01281738281,968.923950195312,391077.34375,171.503601074219,-56.0629425048828,1,NA,-92.4709750424718,38.363218154257
"Montana",5.84494304656982,402.913146972656,952.547302246094,236371.078125,207.118682861328,110.790237426758,1,NA,-109.611564712096,47.053715963668
"Mozambique",23.9125728607178,971.228515625,242.148773193359,303483.15625,35.2265663146973,-14.7775382995605,13,8,35.6211353552096,-17.18244535575
"Myanmar",23.1489639282227,2024.42749023438,311.951782226562,518466,53.628589630127,177.342849731445,24,11,96.5154578709019,21.0661875578383
"Nansei-shoto",22.6853141784668,2162.53955078125,433.687591552734,1012218.1875,50.9194755554199,-72.5746154785156,9,6,126.671440473192,25.7776547550144
"Nebraska",9.4568920135498,573.9677734375,1044.21215820312,25425.673828125,186.213714599609,63.3300132751465,1,NA,-99.7763124004492,41.5384471268364
"Nepal",14.2412242889404,1357.10717773438,510.185668945312,358163.84375,47.3232154846191,-23.5133285522461,8,6,83.9695314483687,28.2620890035622
