"sla","la","seed","leafnitro","wd","IDmaster"
18.80910218446,71.9635558333,520.5404591,30.2648417391,0.420496,"190"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"191"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"192"
40.5541080307,540,415.1111888998,28.5046484044,0.54,"193"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"194"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"195"
27.3007022362,222.331485714286,4869.0348,34.3,4.437098,"196"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"197"
65.46856479,169.36,160,25.85,0.5,"198"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"199"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"200"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"201"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"202"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"203"
21.55754408786,73.5,444.79394591,32.227228725,0.41,"204"
12.64,29.25,100.3989188376,10.6,0.4996,"205"
44.78,184.3169,409.638504591,26.6912707504,0.5,"206"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"207"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"208"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"209"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"210"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"211"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"212"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"213"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"214"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"215"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"216"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"217"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"218"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"219"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"220"
12.31422018489,31.5,57.82,13.199267332,0.5019,"221"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"222"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"223"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"224"
12.05,98.70946,1196.97001646668,27.2,0.405998,"225"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"226"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"227"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"228"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"229"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"230"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"231"
14.92,480,5196.12920000001,42,8.0169,"232"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"233"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"234"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"235"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"236"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"237"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"238"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"239"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"240"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"241"
21.60678312,65.55,230,29.84,0.46,"242"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"243"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"244"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"245"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"246"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"247"
10.532173,38.5,35.53,17.0559713922,0.4926,"248"
12.61704921067,23.4763833333333,87.05211047,12.2002016283,0.4975,"249"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"250"
12.4549068902,34.2,100.03,12.522145442,0.4917,"251"
12.021803,50.74,49.31,12.7,0.4955,"252"
14.133234,48.09,338.08,17.747571943,0.5118,"253"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"254"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"255"
93.83421474,120.41,292.571934568,17.25,0.56,"256"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"257"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"258"
11.09587228924,6.98,7526.78,22.9417115409,4.2457,"259"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"260"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"261"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"262"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"263"
38.15,173.391652167,714.121614574,25,0.32,"264"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"265"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"266"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"267"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"268"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"269"
18.60717067,26.68,28.589696908,15.71582492,0.5258,"270"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"271"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"272"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"273"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"274"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"275"
10.911067,27.23,4679.2415871846,21.8639925135,4.2536,"276"
26.2417456117,215.453785714286,4869.0348,34.86481375,4.325592,"277"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"278"
11.63534010299,9.8,198.191302880889,16.229866349,0.496,"279"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"280"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"281"
24.3717655139,65.18,19,37.0336789119,0.957699999999999,"282"
34.8028782858,202.6542958333,500.368409182,28.242200381,0.5098,"283"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"284"
22.2846553454,110,4950.5333,36.9439004109,5.0765,"285"
20.5573256,132,320,30.9,0.43,"286"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"287"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"288"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"289"
12.06961912896,35.72,171.19,14.352975,0.4907,"290"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"291"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"292"
12.34853376319,29.9588,44.28,13.060867332,0.5038,"293"
16.49848877943,19.5545333333333,12.59,20.5850678708,0.5876,"294"
25.9660415934,68.5174,17,37.32749649,0.943199999999999,"295"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"296"
24.057468247,390,4931.2176,36.9141128739,8.6537,"297"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"298"
8.33,42.1105,984.326216567685,23,0.4434,"299"
16.1985287813,32.16,4.36,22.7881106546,0.5912,"300"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"301"
27.5069462434,250,4926.5666,36.2297125096,5.864298,"302"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"303"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"304"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"305"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"306"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"307"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"308"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"309"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"310"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"311"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"312"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"313"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"314"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"315"
17.38494175123,29.64,20.3,22.9178164984,0.5574,"316"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"317"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"318"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"319"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"320"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"321"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"322"
10.9,36.7785,4719.444182057,22.0935592862,4.2573,"323"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"324"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"325"
15.470689887,32.33,49.31,23.01,0.5525,"326"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"327"
39.19938656773,131.46,325.183733383,20.3,0.509276,"328"
16.30422323052,67,578.585809527012,23,0.67,"329"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"330"
12.5165252344,32.56,107.470761047,12.368866349,0.4888,"331"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"332"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"333"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"334"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"335"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"336"
16.4557218519,29.0195,0.01,22.2147106546,0.5913,"337"
18.7237056241,72.8,2027,28.1831820542,0.699500000000001,"338"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"339"
12.29756973386,42.39,43,14.3665797895,0.4955,"340"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"341"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"342"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"343"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"344"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"345"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"346"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"347"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"348"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"349"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"350"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"351"
13.73198292169,24.73,84.1619395464,12.3944810912,0.5163,"352"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"353"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"354"
8.65739376557,34.5488,807.6482057,18.8257,0.4128,"355"
11.11095091332,46.29,4163.2029,22.2820115917,4.2595,"356"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"357"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"358"
24.0700452416,550,4872.7326,36.2544041043,8.4045,"359"
11.09697755744,6,6092.23184000001,22.9417115409,4.2457,"360"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"361"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"362"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"363"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"364"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"365"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"366"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"367"
12.56048825979,28.85765,83,12.2060905317,0.4996,"368"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"369"
16.21,29.4,75.24745322389,28.25,0.539896,"370"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"371"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"372"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"373"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"374"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"375"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"376"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"377"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"378"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"379"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"380"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"381"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"382"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"383"
26.1928934,51.6,98.5773,46.8,0.5925,"384"
24.0700452416,686,4872.7326,36.2544041043,8.4045,"385"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"386"
21.98864899,66.73,4,38.67,0.44,"387"
21.25858577,69.80958333,477.479618364,32.982294162,0.39,"388"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"389"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"390"
17.5,101.46,601.859845768055,27.1408725,0.521188,"391"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"392"
12.23319635272,20.0244416666667,215.8088546,14.267790884,0.4962,"393"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"394"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"395"
9.9185875,38.8,372,17.050947797,0.488,"396"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"397"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"398"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"399"
13.06242602181,28.35,37.5,13.2634103946,0.5204,"400"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"401"
11.63534010299,10,198.191302880889,16.229866349,0.496,"402"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"403"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"404"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"405"
13.03459202885,24.82,65,12.8845749142,0.5177,"406"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"407"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"408"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"409"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"410"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"411"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"412"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"413"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"414"
16.31923103403,16.58,3,20.5850678708,0.5861,"415"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"416"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"417"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"418"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"419"
24.8001799558,402.8703,4927.0432,36.4909569534,8.6537,"420"
