"sla","la","seed","leafnitro","wd","IDmaster"
15.3482755,58.64,516.11647290964,24.4,0.862200000000001,1
14.13914220594,53.5796000000001,453.93499900864,20.4034103619,0.928400000000001,2
13.4972937567,34.3,579,21.5639161115,0.920500000000001,3
5.555555556,64.7630175033,888.661483297399,16.3,0.45,4
14.13914220594,53.5796000000001,453.93499900864,20.4034103619,0.928400000000001,5
9.09,0.21,1410.8897,23.8770098301,0.38,6
17.72807491299,12.703,0.06,24.0594590383,1.726394,7
13.15734000676,30.7206,750.486382436999,24.6446577134,1.6938,8
18.70782072839,0.02,172.06,23.3361259072,1.719396,9
13.504,198.9628,2628.8034666994,38.8705437,2.054994,10
13.15734000676,30.7168,750.486382436999,24.6446577134,1.6938,11
23.228,110.03,3848.9422713368,41.2,1.931598,12
12.5994,50.46,93.9062844188,17.6367561202,0.555596,13
13.15789474,61,227.62472306435,24.3017141232,1.483,14
24.97934806946,139.4395916666,836.324382391511,35.5742666335,2.397198,15
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,16
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,17
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,18
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,19
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,20
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,21
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,22
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,23
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,24
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,25
18.05,103.423,424.98092659591,34.428998345,0.46,26
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,27
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,28
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,29
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,30
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,31
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,32
25.2322885962,349.4925916666,418.31432659591,34.9345502075,0.824687999999999,33
16.0491554049,29.9324,2973.1946,33.8775632701,2.808,34
14.0538620968,48.1945,127.9358703927,12.3163704147,0.4446,35
14.0538620968,48.1945,127.9358703927,12.3163704147,0.4446,36
14.0538620968,48.1945,127.9358703927,12.3163704147,0.4446,37
14.0538620968,48.1945,127.9358703927,12.3163704147,0.4446,38
13.23776002553,56.070704334,415.2386491369,17.1204299687,0.6553,39
