"scientific_name","match_name","match_status","accepted_plant_name_id","ipni_id","accepted_taxon_name","accepted_family_name","accepted_genus_name","accepted_taxon_authors"
"Euphorbia colletioides","Euphorbia colletioides","Accepted",79036,"101413-2","Euphorbia colletioides","Euphorbiaceae","Euphorbia","Benth."
"Faradaya splendida","Faradaya splendida","Synonym",521703,"77155760-1","Oxera splendida","Lamiaceae","Oxera","(F.Muell.) Gâteblé & Barrabé"
"Fevillea cordifolia","Fevillea cordifolia","Accepted",2809250,"104422-2","Fevillea cordifolia","Cucurbitaceae","Fevillea","L."
"Fevillea pergamentacea","Fevillea pergamentacea","Accepted",2809265,"104429-2","Fevillea pergamentacea","Cucurbitaceae","Fevillea","(Kuntze) Cogn."
"Ficus punctata","Ficus punctata","Accepted",2811933,"853516-1","Ficus punctata","Moraceae","Ficus","Thunb."
"Fischeria stellata","Fischeria stellata","Accepted",505513,"97427-1","Fischeria stellata","Apocynaceae","Fischeria","(Vell.) E.Fourn."
"Fissistigma glaucescens","Fissistigma glaucescens","Accepted",2813095,"73020-1","Fissistigma glaucescens","Annonaceae","Fissistigma","(Hance) Merr."
"Flagellaria indica","Flagellaria indica","Accepted",246142,"366164-1","Flagellaria indica","Flagellariaceae","Flagellaria","L."
"Forsteronia acouci","Forsteronia acouci","Accepted",84672,"79018-1","Forsteronia acouci","Apocynaceae","Forsteronia","(Aubl.) A.DC."
"Forsteronia affinis","Forsteronia affinis","Accepted",84676,"79021-1","Forsteronia affinis","Apocynaceae","Forsteronia","Müll.Arg."
"Forsteronia amblybasis","Forsteronia amblybasis","Accepted",84679,"105350-2","Forsteronia amblybasis","Apocynaceae","Forsteronia","S.F.Blake"
"Forsteronia graciloides","Forsteronia graciloides","Accepted",84711,"105364-2","Forsteronia graciloides","Apocynaceae","Forsteronia","Woodson"
"Forsteronia myriantha","Forsteronia myriantha","Accepted",84733,"105373-2","Forsteronia myriantha","Apocynaceae","Forsteronia","Donn.Sm."
"Forsteronia spicata","Forsteronia spicata","Accepted",84768,"79089-1","Forsteronia spicata","Apocynaceae","Forsteronia","(Jacq.) G.Mey."
"Forsteronia subcordata","Forsteronia subcordata","Accepted",84769,"105389-2","Forsteronia subcordata","Apocynaceae","Forsteronia","K.Schum. ex Woodson"
"Freycinetia excelsa","Freycinetia excelsa","Accepted",306205,"670451-1","Freycinetia excelsa","Pandanaceae","Freycinetia","F.Muell."
"Freycinetia formosana","Freycinetia formosana","Accepted",306214,"670456-1","Freycinetia formosana","Pandanaceae","Freycinetia","Hemsl."
"Freycinetia novocaledonica","Freycinetia novocaledonica","Accepted",306352,"670552-1","Freycinetia novocaledonica","Pandanaceae","Freycinetia","Warb."
"Fridericia candicans","Fridericia candicans","Accepted",317233,"77141989-1","Fridericia candicans","Bignoniaceae","Fridericia","(Rich.) L.G.Lohmann"
"Fridericia caudigera","Fridericia caudigera","Accepted",317325,"77141991-1","Fridericia caudigera","Bignoniaceae","Fridericia","(S.Moore) L.G.Lohmann"
"Fridericia chica","Fridericia chica","Accepted",317403,"77142115-1","Fridericia chica","Bignoniaceae","Fridericia","(Bonpl.) L.G.Lohmann"
"Fridericia cinnamomea","Fridericia cinnamomea","Accepted",317591,"77141994-1","Fridericia cinnamomea","Bignoniaceae","Fridericia","(DC.) L.G.Lohmann"
"Fridericia conjugata","Fridericia conjugata","Accepted",317593,"77141996-1","Fridericia conjugata","Bignoniaceae","Fridericia","(Vell.) L.G.Lohmann"
"Fridericia dichotoma","Fridericia dichotoma","Synonym",537340,"77206590-1","Tanaecium dichotomum","Bignoniaceae","Tanaecium","(Jacq.) Kaehler & L.G.Lohmann"
"Fridericia fagoides","Fridericia fagoides","Accepted",319035,"77142009-1","Fridericia fagoides","Bignoniaceae","Fridericia","(Cham.) L.G.Lohmann"
"Fridericia fanshawei","Fridericia fanshawei","Accepted",319036,"77142010-1","Fridericia fanshawei","Bignoniaceae","Fridericia","(Sandwith) L.G.Lohmann"
"Fridericia florida","Fridericia florida","Accepted",319224,"77142012-1","Fridericia florida","Bignoniaceae","Fridericia","(DC.) L.G.Lohmann"
"Fridericia japurensis","Fridericia japurensis","Accepted",319241,"77142016-1","Fridericia japurensis","Bignoniaceae","Fridericia","(DC.) L.G.Lohmann"
"Fridericia mollis","Fridericia mollis","Accepted",319246,"77142037-1","Fridericia mollis","Bignoniaceae","Fridericia","(Vahl) L.G.Lohmann"
"Fridericia mollissima","Fridericia mollissima","Accepted",320267,"77142038-1","Fridericia mollissima","Bignoniaceae","Fridericia","(Kunth) L.G.Lohmann"
"Fridericia oxycarpa","Fridericia oxycarpa","Accepted",321029,"77142048-1","Fridericia oxycarpa","Bignoniaceae","Fridericia","(Urb.) L.G.Lohmann"
"Fridericia patellifera","Fridericia patellifera","Accepted",321038,"77142052-1","Fridericia patellifera","Bignoniaceae","Fridericia","(Schltdl.) L.G.Lohmann"
"Fridericia pearcei","Fridericia pearcei","Accepted",321040,"77142053-1","Fridericia pearcei","Bignoniaceae","Fridericia","(Rusby) L.G.Lohmann"
"Fridericia platyphylla","Fridericia platyphylla","Accepted",317212,"77142054-1","Fridericia platyphylla","Bignoniaceae","Fridericia","(Cham.) L.G.Lohmann"
"Fridericia poeppigii","Fridericia poeppigii","Accepted",321043,"77142057-1","Fridericia poeppigii","Bignoniaceae","Fridericia","(DC.) L.G.Lohmann"
"Fridericia prancei","Fridericia prancei","Accepted",321044,"77142058-1","Fridericia prancei","Bignoniaceae","Fridericia","(A.H.Gentry) L.G.Lohmann"
"Fridericia pubescens","Fridericia pubescens","Accepted",321045,"77142059-1","Fridericia pubescens","Bignoniaceae","Fridericia","(L.) L.G.Lohmann"
"Fridericia schumanniana","Fridericia schumanniana","Accepted",321058,"77142063-1","Fridericia schumanniana","Bignoniaceae","Fridericia","(Loes.) L.G.Lohmann"
"Fridericia spicata","Fridericia spicata","Accepted",321049,"77142066-1","Fridericia spicata","Bignoniaceae","Fridericia","(Bureau & K.Schum.) L.G.Lohmann"
"Fridericia trailii","Fridericia trailii","Accepted",321053,"77142080-1","Fridericia trailii","Bignoniaceae","Fridericia","(Sprague) L.G.Lohmann"
"Fridericia truncata","Fridericia truncata","Accepted",321055,"77142082-1","Fridericia truncata","Bignoniaceae","Fridericia","(Sprague) L.G.Lohmann"
"Fridericia tuberculata","Fridericia tuberculata","Accepted",321056,"77142083-1","Fridericia tuberculata","Bignoniaceae","Fridericia","(DC.) L.G.Lohmann"
"Fridericia viscida","Fridericia viscida","Accepted",321059,"77142085-1","Fridericia viscida","Bignoniaceae","Fridericia","(Donn.Sm.) L.G.Lohmann"
"Garcinia balansae","Garcinia balansae","Accepted",2816692,"427817-1","Garcinia balansae","Clusiaceae","Garcinia","Pierre"
"Garcinia ledermannii","Garcinia ledermannii","Accepted",2816944,"428043-1","Garcinia ledermannii","Clusiaceae","Garcinia","Lauterb."
"Glossocarya mollis","Glossocarya mollis","Accepted",91022,"862919-1","Glossocarya mollis","Lamiaceae","Glossocarya","Wall. ex Griff."
"Gmelina elliptica","Gmelina elliptica","Accepted",91192,"862937-1","Gmelina elliptica","Lamiaceae","Gmelina","Sm."
"Gnetum gnemonoides","Gnetum gnemonoides","Accepted",334129,"383521-1","Gnetum gnemonoides","Gnetaceae","Gnetum","Brongn."
"Gnetum latifolium","Gnetum latifolium","Accepted",334138,"383530-1","Gnetum latifolium","Gnetaceae","Gnetum","Blume"
"Gnetum ula","Gnetum ula","Illegitimate",334110,"383515-1","Gnetum edule","Gnetaceae","Gnetum","(Willd.) Blume"
"Gouania frangulifolia","Gouania frangulifolia","Accepted",2831420,"717458-1","Gouania frangulifolia","Rhamnaceae","Gouania","Radlk."
"Gouania lineata","Gouania lineata","Accepted",2831449,"717483-1","Gouania lineata","Rhamnaceae","Gouania","Tul."
"Gouania longipetala","Gouania longipetala","Accepted",2831451,"717484-1","Gouania longipetala","Rhamnaceae","Gouania","Hemsl."
"Gouania lupuloides","Gouania lupuloides","Accepted",2831453,"112858-2","Gouania lupuloides","Rhamnaceae","Gouania","(L.) Urb."
"Gouania stipularis","Gouania stipularis","Accepted",2831501,"317925-2","Gouania stipularis","Rhamnaceae","Gouania","Moc. & Sessé ex DC."
"Graffenrieda anomala","Graffenrieda anomala","Accepted",3018461,"568728-1","Graffenrieda anomala","Melastomataceae","Graffenrieda","Triana"
"Gurania lobata","Gurania lobata","Accepted",2835176,"1010655-1","Gurania lobata","Cucurbitaceae","Gurania","(L.) Pruski"
"Gurania makoyana","Gurania makoyana","Accepted",2835182,"292814-1","Gurania makoyana","Cucurbitaceae","Gurania","(Lem.) Cogn."
"Gurania pedata","Gurania pedata","Accepted",2835198,"114861-2","Gurania pedata","Cucurbitaceae","Gurania","Sprague"
"Heisteria scandens","Heisteria scandens","Accepted",2842081,"118633-2","Heisteria scandens","Olacaceae","Heisteria","Ducke"
"Herreria montevidensis","Herreria montevidensis","Accepted",277904,"536436-1","Herreria montevidensis","Asparagaceae","Herreria","Klotzsch ex Griseb."
"Heteropterys palmeri","Heteropterys palmeri","Accepted",2848357,"121293-2","Heteropterys palmeri","Malpighiaceae","Heteropterys","Rose"
"Hippocratea volubilis","Hippocratea volubilis","Accepted",2851375,"161653-1","Hippocratea volubilis","Celastraceae","Hippocratea","L."
"Hiraea fagifolia","Hiraea fagifolia","Accepted",2851750,"556804-1","Hiraea fagifolia","Malpighiaceae","Hiraea","(DC.) A.Juss."
"Hiraea grandifolia","Hiraea grandifolia","Accepted",2851779,"556820-1","Hiraea grandifolia","Malpighiaceae","Hiraea","Standl. & L.O.Williams"
"Hiraea obovata","Hiraea obovata","Accepted",2851830,"123025-2","Hiraea obovata","Malpighiaceae","Hiraea","Huber"
"Hiraea quapara","Hiraea quapara","Accepted",2851872,"1028163-2","Hiraea quapara","Malpighiaceae","Hiraea","(Aubl.) Sprague"
"Hiraea reclinata","Hiraea reclinata","Accepted",2851876,"556914-1","Hiraea reclinata","Malpighiaceae","Hiraea","Jacq."
"Hugonia macrophylla","Hugonia macrophylla","Accepted",2854813,"544227-1","Hugonia macrophylla","Linaceae","Hugonia","Oliv."
"Hugonia penicillanthemum","Hugonia penicillanthemum","Accepted",2854826,"544242-1","Hugonia penicillanthemum","Linaceae","Hugonia","Baill. ex Pancher & Sebert"
"Hugonia planchonii","Hugonia planchonii","Accepted",2854828,"544244-1","Hugonia planchonii","Linaceae","Hugonia","Hook.f."
"Hugonia serrata","Hugonia serrata","Accepted",2854837,"544255-1","Hugonia serrata","Linaceae","Hugonia","Lam."
"Hugonia spicata","Hugonia spicata","Accepted",2854839,"544257-1","Hugonia spicata","Linaceae","Hugonia","Oliv."
"Hydrangea serratifolia","Hydrangea serratifolia","Accepted",2855798,"791683-1","Hydrangea serratifolia","Hydrangeaceae","Hydrangea","(Hook. & Arn.) F.Phil."
"Hylenaea praecelsa","Hylenaea praecelsa","Accepted",2856845,"125377-2","Hylenaea praecelsa","Celastraceae","Hylenaea","(Miers) A.C.Sm."
"Hyperbaena domingensis","Hyperbaena domingensis","Accepted",2857573,"580887-1","Hyperbaena domingensis","Menispermaceae","Hyperbaena","(DC.) Benth."
"Hypserpa laurina","Hypserpa laurina","Accepted",2859594,"101873-3","Hypserpa laurina","Menispermaceae","Hypserpa","(F.Muell.) Diels"
"Indorouchera griffithiana","Indorouchera griffithiana","Synonym",3228288,"77184129-1","Hugonia griffithiana","Linaceae","Hugonia","(Planch.) Byng & Christenh."
"Iodes klaineana","Iodes klaineana","Accepted",2866069,"607941-1","Iodes klaineana","Icacinaceae","Iodes","Pierre"
"Ipomoea phyllomega","Ipomoea phyllomega","Orthographic",480356,"129579-2","Ipomoea philomega","Convolvulaceae","Ipomoea","(Vell.) House"
"Iresine angustifolia","Iresine angustifolia","Accepted",2866533,"60727-1","Iresine angustifolia","Amaranthaceae","Iresine","Euphrasén"
"Iresine diffusa","Iresine diffusa","Accepted",2866580,"129900-2","Iresine diffusa","Amaranthaceae","Iresine","Humb. & Bonpl. ex Willd."
"Iresine interrupta","Iresine interrupta","Accepted",2866629,"60784-1","Iresine interrupta","Amaranthaceae","Iresine","Benth."
"Ischnosiphon killipii","Ischnosiphon killipii","Accepted",250024,"130282-2","Ischnosiphon killipii","Marantaceae","Ischnosiphon","J.F.Macbr."
"Jasminum anodontum","Jasminum anodontum","Accepted",351753,"609333-1","Jasminum anodontum","Oleaceae","Jasminum","Gagnep."
"Jubelina wilburii","Jubelina wilburii","Accepted",2331449,"131720-2","Jubelina wilburii","Malpighiaceae","Jubelina","W.R.Anderson"
"Landolphia dulcis","Landolphia dulcis","Accepted",107687,"79607-1","Landolphia dulcis","Apocynaceae","Landolphia","(Sabine ex G.Don) Pichon"
"Landolphia incerta","Landolphia incerta","Accepted",107717,"969158-1","Landolphia incerta","Apocynaceae","Landolphia","(K.Schum.) J.G.M.Pers."
"Landolphia owariensis","Landolphia owariensis","Accepted",107760,"79672-1","Landolphia owariensis","Apocynaceae","Landolphia","P.Beauv."
"Landolphia togolana","Landolphia togolana","Accepted",107818,"79714-1","Landolphia togolana","Apocynaceae","Landolphia","(Hallier f.) Pichon"
"Leptoderris aurantiaca","Leptoderris aurantiaca","Accepted",2345815,"502296-1","Leptoderris aurantiaca","Fabaceae","Leptoderris","Dunn"
"Leretia cordata","Leretia cordata","Accepted",2348660,"607989-1","Leretia cordata","Icacinaceae","Leretia","Vell."
"Loeseneriella africana","Loeseneriella africana","Accepted",2340392,"431092-1","Loeseneriella africana","Celastraceae","Loeseneriella","(Willd.) R.Wilczek"
"Loeseneriella clematoides","Loeseneriella clematoides","Accepted",2339036,"431098-1","Loeseneriella clematoides","Celastraceae","Loeseneriella","(Loes.) R.Wilczek"
"Loeseneriella rowlandii","Loeseneriella rowlandii","Accepted",2339063,"161722-1","Loeseneriella rowlandii","Celastraceae","Loeseneriella","(Loes.) N.Hallé"
"Lundia corymbifera","Lundia corymbifera","Accepted",317488,"144645-2","Lundia corymbifera","Bignoniaceae","Lundia","(Vahl) Sandwith"
"Lundia densiflora","Lundia densiflora","Accepted",317490,"109918-1","Lundia densiflora","Bignoniaceae","Lundia","DC."
"Lundia puberula","Lundia puberula","Accepted",317462,"144659-2","Lundia puberula","Bignoniaceae","Lundia","Pittier"
"Lundia spruceana","Lundia spruceana","Accepted",317466,"109939-1","Lundia spruceana","Bignoniaceae","Lundia","Bureau"
"Luvunga sarmentosa","Luvunga sarmentosa","Accepted",2498409,"774221-1","Luvunga sarmentosa","Rutaceae","Luvunga","(Blume) Kurz"
"Lycianthes purpusii","Lycianthes purpusii","Accepted",2496244,"146595-2","Lycianthes purpusii","Solanaceae","Lycianthes","(Brandegee) Bitter"
"Machaerium arboreum","Machaerium arboreum","Accepted",2365690,"505373-1","Machaerium arboreum","Fabaceae","Machaerium","(Jacq.) Vogel"
"Machaerium caudatum","Machaerium caudatum","Accepted",2365713,"148480-2","Machaerium caudatum","Fabaceae","Machaerium","Ducke"
"Machaerium cuspidatum","Machaerium cuspidatum","Accepted",2365694,"148494-2","Machaerium cuspidatum","Fabaceae","Machaerium","Kuhlm. & Hoehne"
"Machaerium floribundum","Machaerium floribundum","Accepted",2365628,"148516-2","Machaerium floribundum","Fabaceae","Machaerium","Benth."
"Machaerium humboldtianum","Machaerium humboldtianum","Accepted",2365662,"505470-1","Machaerium humboldtianum","Fabaceae","Machaerium","Vogel"
"Machaerium kegelii","Machaerium kegelii","Accepted",2366353,"505481-1","Machaerium kegelii","Fabaceae","Machaerium","Meisn."
"Machaerium latifolium","Machaerium latifolium","Accepted",2366358,"148552-2","Machaerium latifolium","Fabaceae","Machaerium","Rusby"
"Machaerium leiophyllum","Machaerium leiophyllum","Accepted",2366332,"505493-1","Machaerium leiophyllum","Fabaceae","Machaerium","(DC.) Benth."
"Machaerium macrophyllum","Machaerium macrophyllum","Accepted",2366378,"505507-1","Machaerium macrophyllum","Fabaceae","Machaerium","Benth."
"Machaerium moritzianum","Machaerium moritzianum","Accepted",2366369,"505520-1","Machaerium moritzianum","Fabaceae","Machaerium","Benth."
"Machaerium multifoliolatum","Machaerium multifoliolatum","Accepted",2366364,"148573-2","Machaerium multifoliolatum","Fabaceae","Machaerium","Ducke"
"Machaerium mutisii","Machaerium mutisii","Accepted",2366366,"148575-2","Machaerium mutisii","Fabaceae","Machaerium","Killip ex Rudd"
"Machaerium myrianthum","Machaerium myrianthum","Accepted",2366375,"505528-1","Machaerium myrianthum","Fabaceae","Machaerium","Spruce ex Benth."
"Machaerium oblongifolium","Machaerium oblongifolium","Accepted",2366330,"505534-1","Machaerium oblongifolium","Fabaceae","Machaerium","Vogel"
"Machaerium peruvianum","Machaerium peruvianum","Accepted",2366275,"148593-2","Machaerium peruvianum","Fabaceae","Machaerium","J.F.Macbr."
"Machaerium quinata","Machaerium quinata","Accepted",2366455,"148599-2","Machaerium quinata","Fabaceae","Machaerium","(Aubl.) Sandwith"
"Machaerium seemannii","Machaerium seemannii","Accepted",2366503,"505582-1","Machaerium seemannii","Fabaceae","Machaerium","Benth. ex Seem."
"Mandevilla veraguasensis","Mandevilla veraguasensis","Accepted",119399,"80112-1","Mandevilla veraguasensis","Apocynaceae","Mandevilla","(Seem.) Hemsl."
"Manekia incurva","Manekia incurva","Accepted",2510980,"60443067-2","Manekia incurva","Piperaceae","Manekia","(Sieber) T.Arias, Callejas & Bornst."
"Manihot chlorosticta","Manihot chlorosticta","Accepted",119764,"152379-2","Manihot chlorosticta","Euphorbiaceae","Manihot","Standl. & Goldman"
"Manniophyton fulvum","Manniophyton fulvum","Accepted",120292,"351978-1","Manniophyton fulvum","Euphorbiaceae","Manniophyton","Müll.Arg."
"Mansoa alliacea","Mansoa alliacea","Accepted",317544,"152672-2","Mansoa alliacea","Bignoniaceae","Mansoa","(Lam.) A.H.Gentry"
"Mansoa difficilis","Mansoa difficilis","Accepted",317569,"152674-2","Mansoa difficilis","Bignoniaceae","Mansoa","(Cham.) Bureau & K.Schum."
"Mansoa hymenaea","Mansoa hymenaea","Accepted",317565,"152677-2","Mansoa hymenaea","Bignoniaceae","Mansoa","(DC.) A.H.Gentry"
"Mansoa parvifolia","Mansoa parvifolia","Accepted",317571,"152682-2","Mansoa parvifolia","Bignoniaceae","Mansoa","(A.H.Gentry) A.H.Gentry"
"Mansoa standleyi","Mansoa standleyi","Accepted",317626,"152684-2","Mansoa standleyi","Bignoniaceae","Mansoa","(Steyerm.) A.H.Gentry"
"Mansoa verrucifera","Mansoa verrucifera","Accepted",317614,"152688-2","Mansoa verrucifera","Bignoniaceae","Mansoa","(Schltdl.) A.H.Gentry"
"Marcgraviastrum sodiroi","Marcgraviastrum sodiroi","Accepted",2506015,"1048117-2","Marcgraviastrum sodiroi","Marcgraviaceae","Marcgraviastrum","(Gilg) Bedell ex S.Dressler"
"Maripa axilliflora","Maripa axilliflora","Accepted",479132,"270441-1","Maripa axilliflora","Convolvulaceae","Maripa","Mart. ex Meisn."
"Maripa glabra","Maripa glabra","Accepted",479317,"153242-2","Maripa glabra","Convolvulaceae","Maripa","Choisy"
"Maripa nicaraguensis","Maripa nicaraguensis","Accepted",479312,"270455-1","Maripa nicaraguensis","Convolvulaceae","Maripa","Hemsl."
"Maripa panamensis","Maripa panamensis","Accepted",479136,"270456-1","Maripa panamensis","Convolvulaceae","Maripa","Hemsl."
"Maripa peruviana","Maripa peruviana","Accepted",479310,"153251-2","Maripa peruviana","Convolvulaceae","Maripa","Ooststr."
"Marsdenia altissima","Marsdenia altissima","Synonym",536569,"60478412-2","Ruehssia altissima","Apocynaceae","Ruehssia","(Jacq.) F.Esp.Santo & Rapini"
"Marsdenia macrophylla","Marsdenia macrophylla","Synonym",511001,"100911-1","Ruehssia macrophylla","Apocynaceae","Ruehssia","(Humb. & Bonpl. ex Schult.) H.Karst."
"Marsdenia tinctoria","Marsdenia tinctoria","Accepted",508308,"99325-1","Marsdenia tinctoria","Apocynaceae","Marsdenia","R.Br."
"Marsdenia undulata","Marsdenia undulata","Synonym",548957,"77214398-1","Ruehssia undulata","Apocynaceae","Ruehssia","(Jacq.) Liede & H.A.Keller"
"Martinella obovata","Martinella obovata","Accepted",317603,"153710-2","Martinella obovata","Bignoniaceae","Martinella","(Kunth) Bureau & K.Schum."
"Mascagnia brevifolia","Mascagnia brevifolia","Accepted",2504741,"557189-1","Mascagnia brevifolia","Malpighiaceae","Mascagnia","Griseb."
"Mascagnia divaricata","Mascagnia divaricata","Accepted",2504770,"1126391-2","Mascagnia divaricata","Malpighiaceae","Mascagnia","(Kunth) Nied."
"Mascagnia ovatifolia","Mascagnia ovatifolia","Accepted",2504714,"30237926-2","Mascagnia ovatifolia","Malpighiaceae","Mascagnia","(Kunth) Griseb."
"Melodinus australis","Melodinus australis","Accepted",124168,"80164-1","Melodinus australis","Apocynaceae","Melodinus","(F.Muell.) Pierre"
"Mendoncia flagellaris","Mendoncia flagellaris","Accepted",2362732,"52307-1","Mendoncia flagellaris","Acanthaceae","Mendoncia","(Baker) Benoist"
"Mendoncia glabra","Mendoncia glabra","Accepted",2362507,"52383-1","Mendoncia glabra","Acanthaceae","Mendoncia","Poepp."
"Mendoncia lindaviana","Mendoncia lindaviana","Accepted",2362690,"52329-1","Mendoncia lindaviana","Acanthaceae","Mendoncia","(Gilg) Benoist"
"Mendoncia mutisii","Mendoncia mutisii","Accepted",2362894,"157181-2","Mendoncia mutisii","Acanthaceae","Mendoncia","Leonard"
"Mendoncia pedunculata","Mendoncia pedunculata","Accepted",2362876,"157185-2","Mendoncia pedunculata","Acanthaceae","Mendoncia","Leonard"
"Mendoncia retusa","Mendoncia retusa","Accepted",2362923,"309179-2","Mendoncia retusa","Acanthaceae","Mendoncia","Turrill"
"Mendoncia tonduzii","Mendoncia tonduzii","Accepted",2362850,"157204-2","Mendoncia tonduzii","Acanthaceae","Mendoncia","Turrill"
"Merremia peltata","Merremia peltata","Synonym",525251,"77163209-1","Decalobanthus peltatus","Convolvulaceae","Decalobanthus","(L.) A.R.Simões & Staples"
"Mesechites trifidus","Mesechites trifidus","Accepted",125929,"30132318-2","Mesechites trifidus","Apocynaceae","Mesechites","(Jacq.) Müll.Arg."
"Mikania guaco","Mikania guaco","Accepted",2928833,"232913-1","Mikania guaco","Asteraceae","Mikania","Bonpl."
"Mikania leiostachya","Mikania leiostachya","Accepted",3128208,"232992-1","Mikania leiostachya","Asteraceae","Mikania","Benth."
"Mikania tonduzii","Mikania tonduzii","Accepted",3128769,"161299-2","Mikania tonduzii","Asteraceae","Mikania","B.L.Rob."
"Millettia barteri","Millettia barteri","Accepted",2368188,"507280-1","Millettia barteri","Fabaceae","Millettia","(Benth.) Dunn"
"Millettia puguensis","Millettia puguensis","Accepted",2367954,"507501-1","Millettia puguensis","Fabaceae","Millettia","J.B.Gillett"
"Mimosa guilandinae","Mimosa guilandinae","Accepted",2375038,"280943-2","Mimosa guilandinae","Fabaceae","Mimosa","(DC.) Barneby"
"Mitraria coccinea","Mitraria coccinea","Accepted",2371916,"381777-1","Mitraria coccinea","Gesneriaceae","Mitraria","Cav."
"Morinda canthoides","Morinda canthoides","Synonym",473262,"77117543-1","Gynochthodes canthoides","Rubiaceae","Gynochthodes","(F.Muell.) Razafim. & B.Bremer"
"Moutabea aculeata","Moutabea aculeata","Accepted",2509709,"690705-1","Moutabea aculeata","Polygalaceae","Moutabea","(Ruiz & Pav.) Poepp. & Endl."
"Mucuna gigantea","Mucuna gigantea","Accepted",2375486,"509198-1","Mucuna gigantea","Fabaceae","Mucuna","(Willd.) DC."
"Mucuna mutisiana","Mucuna mutisiana","Accepted",2375425,"509253-1","Mucuna mutisiana","Fabaceae","Mucuna","(Kunth) DC."
"Neoalsomitra clavigera","Neoalsomitra clavigera","Accepted",2377899,"1112092-2","Neoalsomitra clavigera","Cucurbitaceae","Neoalsomitra","(Wall.) Hutch."
"Neosepicaea jucunda","Neosepicaea jucunda","Accepted",317735,"110139-1","Neosepicaea jucunda","Bignoniaceae","Neosepicaea","(F.Muell.) Steenis"
"Neuropeltis acuminata","Neuropeltis acuminata","Accepted",479347,"270705-1","Neuropeltis acuminata","Convolvulaceae","Neuropeltis","(P.Beauv.) Benth."
"Nissolia fruticosa","Nissolia fruticosa","Accepted",2383195,"509727-1","Nissolia fruticosa","Fabaceae","Nissolia","Jacq."
"Nothocissus penninervis","Nothocissus penninervis","Synonym",2722766,"78687-3","Cissus penninervis","Vitaceae","Cissus","(F.Muell.) Planch."
"Odontadenia puncticulosa","Odontadenia puncticulosa","Accepted",137487,"291380-2","Odontadenia puncticulosa","Apocynaceae","Odontadenia","(Rich.) Pulle"
"Odontocarya diplobotrya","Odontocarya diplobotrya","Accepted",2397156,"172162-2","Odontocarya diplobotrya","Menispermaceae","Odontocarya","Diels"
"Omphalea diandra","Omphalea diandra","Accepted",139008,"352565-1","Omphalea diandra","Euphorbiaceae","Omphalea","L."
"Oncinotis glabrata","Oncinotis glabrata","Accepted",140117,"80624-1","Oncinotis glabrata","Apocynaceae","Oncinotis","(Baill.) Stapf ex Hiern"
"Oncinotis pontyi","Oncinotis pontyi","Accepted",140130,"80638-1","Oncinotis pontyi","Apocynaceae","Oncinotis","Dubard"
"Oncinotis tomentella","Oncinotis tomentella","Accepted",140135,"80643-1","Oncinotis tomentella","Apocynaceae","Oncinotis","Radlk."
"Oxera palmatinervia","Oxera palmatinervia","Accepted",144903,"863979-1","Oxera palmatinervia","Lamiaceae","Oxera","Dubard"
"Pachyptera kerere","Pachyptera kerere","Accepted",317929,"179923-2","Pachyptera kerere","Bignoniaceae","Pachyptera","(Aubl.) Sandwith"
"Pararistolochia macrocarpa","Pararistolochia macrocarpa","Synonym",2651615,"93099-1","Aristolochia macrocarpa","Aristolochiaceae","Aristolochia","Duch."
"Parsonsia laxiflora","Parsonsia laxiflora","Accepted",147916,"80945-1","Parsonsia laxiflora","Apocynaceae","Parsonsia","Guillaumin"
"Parthenocissus quinquefolia","Parthenocissus quinquefolia","Accepted",2548124,"184091-2","Parthenocissus quinquefolia","Vitaceae","Parthenocissus","(L.) Planch."
"Passiflora ambigua","Passiflora ambigua","Accepted",2559944,"184791-2","Passiflora ambigua","Passifloraceae","Passiflora","Hemsl."
"Passiflora auriculata","Passiflora auriculata","Accepted",2559957,"674805-1","Passiflora auriculata","Passifloraceae","Passiflora","Kunth"
"Passiflora multiflora","Passiflora multiflora","Accepted",2560143,"675237-1","Passiflora multiflora","Passifloraceae","Passiflora","L."
"Passiflora nitida","Passiflora nitida","Accepted",2560160,"675263-1","Passiflora nitida","Passifloraceae","Passiflora","Kunth"
"Passiflora pyrrhantha","Passiflora pyrrhantha","Accepted",2560193,"185145-2","Passiflora pyrrhantha","Passifloraceae","Passiflora","Harms"
"Passiflora serrulata","Passiflora serrulata","Accepted",2560205,"675457-1","Passiflora serrulata","Passifloraceae","Passiflora","Jacq."
"Passiflora spinosa","Passiflora spinosa","Accepted",2560231,"675480-1","Passiflora spinosa","Passifloraceae","Passiflora","(Poepp. & Endl.) Mast."
"Passiflora suberosa","Passiflora suberosa","Accepted",2560211,"321973-2","Passiflora suberosa","Passifloraceae","Passiflora","L."
"Passiflora vitifolia","Passiflora vitifolia","Accepted",2562841,"30044451-2","Passiflora vitifolia","Passifloraceae","Passiflora","Kunth"
"Paullinia acutangula","Paullinia acutangula","Accepted",2543068,"784047-1","Paullinia acutangula","Sapindaceae","Paullinia","Pers."
"Paullinia alata","Paullinia alata","Accepted",2543111,"784051-1","Paullinia alata","Sapindaceae","Paullinia","(Ruiz & Pav.) G.Don"
"Paullinia anisoptera","Paullinia anisoptera","Accepted",2543116,"784056-1","Paullinia anisoptera","Sapindaceae","Paullinia","Turcz."
"Paullinia bracteosa","Paullinia bracteosa","Accepted",2543024,"185601-2","Paullinia bracteosa","Sapindaceae","Paullinia","Radlk."
