"scientific_name","match_name","match_status","accepted_plant_name_id","ipni_id","accepted_taxon_name","accepted_family_name","accepted_genus_name","accepted_taxon_authors"
"Tetracera parviflora","Tetracera parviflora","Accepted",2433832,"251580-2","Tetracera parviflora","Dilleniaceae","Tetracera","(Rusby) Sleumer"
"Tetracera volubilis","Tetracera volubilis","Accepted",2433711,"332108-2","Tetracera volubilis","Dilleniaceae","Tetracera","L."
"Tetracera willdenowiana","Tetracera willdenowiana","Accepted",2433722,"317513-1","Tetracera willdenowiana","Dilleniaceae","Tetracera","Steud."
"Tetrapterys calophylla","Tetrapterys calophylla","Accepted",2515792,"557644-1","Tetrapterys calophylla","Malpighiaceae","Tetrapterys","A.Juss."
"Tetrapterys crispa","Tetrapterys crispa","Accepted",2515744,"557660-1","Tetrapterys crispa","Malpighiaceae","Tetrapterys","A.Juss."
"Tetrapterys discolor","Tetrapterys discolor","Accepted",2515745,"557670-1","Tetrapterys discolor","Malpighiaceae","Tetrapterys","(G.Mey.) DC."
"Tetrapterys goudotiana","Tetrapterys goudotiana","Accepted",2515759,"557684-1","Tetrapterys goudotiana","Malpighiaceae","Tetrapterys","Triana & Planch."
"Tetrapterys mexicana","Tetrapterys mexicana","Accepted",2515854,"557728-1","Tetrapterys mexicana","Malpighiaceae","Tetrapterys","Hook. & Arn."
"Tetrapterys schiedeana","Tetrapterys schiedeana","Accepted",2521846,"302118-2","Tetrapterys schiedeana","Malpighiaceae","Tetrapterys","Schltdl. & Cham."
"Tetrastigma formosanum","Tetrastigma formosanum","Accepted",2518525,"870572-1","Tetrastigma formosanum","Vitaceae","Tetrastigma","(Hemsl.) Gagnep."
"Thinouia mucronata","Thinouia mucronata","Accepted",2520391,"785352-1","Thinouia mucronata","Sapindaceae","Thinouia","Radlk."
"Thinouia myriantha","Thinouia myriantha","Accepted",2520390,"785353-1","Thinouia myriantha","Sapindaceae","Thinouia","Triana & Planch."
"Tilesia baccata","Tilesia baccata","Accepted",3122221,"993359-1","Tilesia baccata","Asteraceae","Tilesia","(L.) Pruski"
"Tinospora tinosporoides","Tinospora tinosporoides","Accepted",2516902,"909775-1","Tinospora tinosporoides","Menispermaceae","Tinospora","(F.Muell.) Forman"
"Toddalia asiatica","Toddalia asiatica","Synonym",3237816,"77194041-1","Zanthoxylum asiaticum","Rutaceae","Zanthoxylum","(L.) Appelhans, Groppo & J.Wen"
"Tontelea attenuata","Tontelea attenuata","Accepted",2430963,"162852-1","Tontelea attenuata","Celastraceae","Tontelea","Miers"
"Tontelea congestiflora","Tontelea congestiflora","Accepted",2443090,"255063-2","Tontelea congestiflora","Celastraceae","Tontelea","(A.C.Sm.) A.C.Sm."
"Tontelea coriacea","Tontelea coriacea","Accepted",2443092,"255065-2","Tontelea coriacea","Celastraceae","Tontelea","A.C.Sm."
"Tontelea emarginata","Tontelea emarginata","Accepted",2443066,"255070-2","Tontelea emarginata","Celastraceae","Tontelea","A.C.Sm."
"Tontelea mauritioides","Tontelea mauritioides","Accepted",2443074,"255078-2","Tontelea mauritioides","Celastraceae","Tontelea","(A.C.Sm.) A.C.Sm."
"Tontelea micrantha","Tontelea micrantha","Accepted",2443075,"431404-1","Tontelea micrantha","Celastraceae","Tontelea","(Mart.) A.C.Sm."
"Tontelea miersii","Tontelea miersii","Accepted",2443076,"255079-2","Tontelea miersii","Celastraceae","Tontelea","(Peyr.) A.C.Sm."
"Tontelea passiflora","Tontelea passiflora","Accepted",2905292,"77112015-1","Tontelea passiflora","Celastraceae","Tontelea","(Vell.) Lombardi"
"Tontelea tenuicula","Tontelea tenuicula","Accepted",2443100,"255087-2","Tontelea tenuicula","Celastraceae","Tontelea","(Miers) A.C.Sm."
"Topobea asplundii","Topobea asplundii","Synonym",3021350,"77124967-1","Blakea asplundii","Melastomataceae","Blakea","(Wurdack) Penneys & Judd"
"Trachelospermum asiaticum","Trachelospermum asiaticum","Accepted",207074,"82528-1","Trachelospermum asiaticum","Apocynaceae","Trachelospermum","(Siebold & Zucc.) Nakai"
"Triclisia dictyophylla","Triclisia dictyophylla","Accepted",2516839,"581664-1","Triclisia dictyophylla","Menispermaceae","Triclisia","Diels"
"Triclisia sacleuxii","Triclisia sacleuxii","Accepted",2516824,"581679-1","Triclisia sacleuxii","Menispermaceae","Triclisia","(Pierre) Diels"
"Trigonia boliviana","Trigonia boliviana","Accepted",2518157,"871012-1","Trigonia boliviana","Trigoniaceae","Trigonia","Warm."
"Trigonia eriosperma","Trigonia eriosperma","Accepted",2519152,"836227-1","Trigonia eriosperma","Trigoniaceae","Trigonia","(Lam.) Fromm & E.Santos"
"Turbina abutiloides","Turbina abutiloides","Synonym",480433,"268336-1","Ipomoea abutiloides","Convolvulaceae","Ipomoea","(Kunth) G.Don"
"Turbina corymbosa","Turbina corymbosa","Synonym",481122,"60458008-2","Ipomoea corymbosa","Convolvulaceae","Ipomoea","(L.) Roth"
"Tynanthus panurensis","Tynanthus panurensis","Accepted",319081,"259273-2","Tynanthus panurensis","Bignoniaceae","Tynanthus","(Bureau) Sandwith"
"Tynanthus polyanthus","Tynanthus polyanthus","Accepted",319068,"259274-2","Tynanthus polyanthus","Bignoniaceae","Tynanthus","(Bureau) Sandwith"
"Tynanthus pubescens","Tynanthus pubescens","Accepted",319070,"259275-2","Tynanthus pubescens","Bignoniaceae","Tynanthus","A.H.Gentry"
"Tynanthus schumannianus","Tynanthus schumannianus","Accepted",319087,"259277-2","Tynanthus schumannianus","Bignoniaceae","Tynanthus","(Kuntze) A.H.Gentry"
"Uncaria gambir","Uncaria gambir","Accepted",209796,"60458896-2","Uncaria gambir","Rubiaceae","Uncaria","(W.Hunter) Roxb."
"Uncaria guianensis","Uncaria guianensis","Accepted",209803,"768250-1","Uncaria guianensis","Rubiaceae","Uncaria","(Aubl.) J.F.Gmel."
"Uncaria talbotii","Uncaria talbotii","Accepted",209877,"768320-1","Uncaria talbotii","Rubiaceae","Uncaria","Wernham"
"Urceola javanica","Urceola javanica","Accepted",210945,"82589-1","Urceola javanica","Apocynaceae","Urceola","(Blume) Boerl."
"Urvillea uniloba","Urvillea uniloba","Accepted",2450001,"785594-1","Urvillea uniloba","Sapindaceae","Urvillea","Radlk."
"Uvaria argentea","Uvaria argentea","Accepted",2447605,"75567-1","Uvaria argentea","Annonaceae","Uvaria","Blume"
"Uvaria excelsa","Uvaria excelsa","Accepted",2448228,"75677-1","Uvaria excelsa","Annonaceae","Uvaria","(Hook.f. & Thomson) King"
"Uvaria pandensis","Uvaria pandensis","Accepted",2448296,"934501-1","Uvaria pandensis","Annonaceae","Uvaria","Verdc."
"Uvaria poggei","Uvaria poggei","Accepted",2447974,"75893-1","Uvaria poggei","Annonaceae","Uvaria","Engl. & Diels"
"Ventilago africana","Ventilago africana","Accepted",2451797,"719106-1","Ventilago africana","Rhamnaceae","Ventilago","Exell"
"Ventilago elegans","Ventilago elegans","Accepted",2451782,"719121-1","Ventilago elegans","Rhamnaceae","Ventilago","Hemsl."
"Ventilago neocaledonica","Ventilago neocaledonica","Accepted",2451724,"719149-1","Ventilago neocaledonica","Rhamnaceae","Ventilago","Schltr."
"Vitis tiliifolia","Vitis tiliifolia","Accepted",2456972,"69103-1","Vitis tiliifolia","Vitaceae","Vitis","Humb. & Bonpl. ex Schult."
"Xerosicyos danguyi","Xerosicyos danguyi","Accepted",2468339,"294393-1","Xerosicyos danguyi","Cucurbitaceae","Xerosicyos","Humbert"
"Xylophragma platyphyllum","Xylophragma platyphyllum","Accepted",321010,"77142098-1","Xylophragma platyphyllum","Bignoniaceae","Xylophragma","(DC.) L.G.Lohmann"
"Xylophragma seemannianum","Xylophragma seemannianum","Accepted",318930,"269762-2","Xylophragma seemannianum","Bignoniaceae","Xylophragma","(Kuntze) Sandwith"
"Zanthoxylum mezoneurispinosum","Zanthoxylum mezoneurispinosum","Accepted",2871198,"77115500-1","Zanthoxylum mezoneurispinosum","Rutaceae","Zanthoxylum","(Aké Assi) W.D.Hawth."
"Zanthoxylum nitidum","Zanthoxylum nitidum","Accepted",2468814,"775896-1","Zanthoxylum nitidum","Rutaceae","Zanthoxylum","(Roxb.) DC."
