"IDmaster","habit","accepted_taxon_name","accepted_genus_name","accepted_family_name","sla","la","seed","leafnitro","wd"
652,"active","Tetrapterys calophylla","Tetrapterys","Malpighiaceae",NA,NA,NA,NA,NA
653,"active","Tetrapterys crispa","Tetrapterys","Malpighiaceae",NA,NA,NA,NA,NA
654,"passive","Tetrapterys discolor","Tetrapterys","Malpighiaceae",NA,31.95,NA,NA,NA
655,"active","Tetrapterys goudotiana","Tetrapterys","Malpighiaceae",NA,NA,NA,NA,NA
656,"active","Tetrapterys mexicana","Tetrapterys","Malpighiaceae",NA,NA,NA,NA,NA
657,"active","Tetrapterys schiedeana","Tetrapterys","Malpighiaceae",NA,NA,NA,NA,NA
658,"active","Tetrastigma formosanum","Tetrastigma","Vitaceae",NA,NA,NA,NA,NA
659,"active","Thinouia mucronata","Thinouia","Sapindaceae",29.06933549,60.56,NA,34.15,0.52
660,"active","Thinouia myriantha","Thinouia","Sapindaceae",NA,31.53,125.7,NA,NA
661,"passive","Tilesia baccata","Tilesia","Asteraceae",NA,NA,NA,NA,NA
662,"active","Tinospora tinosporoides","Tinospora","Menispermaceae",NA,NA,NA,NA,NA
663,"passive","Zanthoxylum asiaticum","Zanthoxylum","Rutaceae",NA,11.38,22.04,NA,NA
664,"active","Tontelea attenuata","Tontelea","Celastraceae",NA,NA,NA,NA,NA
665,"active","Tontelea congestiflora","Tontelea","Celastraceae",NA,NA,NA,NA,NA
666,"active","Tontelea coriacea","Tontelea","Celastraceae",NA,NA,NA,NA,NA
667,"active","Tontelea emarginata","Tontelea","Celastraceae",NA,NA,NA,NA,NA
668,"active","Tontelea mauritioides","Tontelea","Celastraceae",NA,NA,NA,NA,NA
669,"active","Tontelea micrantha","Tontelea","Celastraceae",NA,NA,NA,NA,NA
670,"active","Tontelea miersii","Tontelea","Celastraceae",NA,NA,NA,NA,NA
671,"active","Tontelea passiflora","Tontelea","Celastraceae",6.66,71,NA,18,NA
672,"active","Tontelea tenuicula","Tontelea","Celastraceae",NA,NA,NA,NA,NA
673,"passive","Blakea asplundii","Blakea","Melastomataceae",NA,NA,NA,NA,NA
674,"active","Trachelospermum asiaticum","Trachelospermum","Apocynaceae",NA,15.8,53.96,NA,NA
675,"active","Triclisia dictyophylla","Triclisia","Menispermaceae",NA,NA,NA,NA,NA
676,"active","Triclisia sacleuxii","Triclisia","Menispermaceae",NA,NA,NA,NA,NA
677,"passive","Trigonia boliviana","Trigonia","Trigoniaceae",NA,NA,NA,NA,NA
678,"passive","Trigonia eriosperma","Trigonia","Trigoniaceae",NA,NA,NA,NA,NA
679,"active","Ipomoea abutiloides","Ipomoea","Convolvulaceae",NA,NA,NA,NA,NA
680,"active","Ipomoea corymbosa","Ipomoea","Convolvulaceae",NA,NA,21.32140114,NA,NA
681,"active","Tynanthus panurensis","Tynanthus","Bignoniaceae",NA,NA,NA,NA,NA
682,"active","Tynanthus polyanthus","Tynanthus","Bignoniaceae",NA,NA,NA,NA,NA
683,"active","Tynanthus pubescens","Tynanthus","Bignoniaceae",NA,NA,NA,NA,NA
684,"active","Tynanthus schumannianus","Tynanthus","Bignoniaceae",NA,NA,NA,NA,NA
685,"passive","Uncaria gambir","Uncaria","Rubiaceae",NA,NA,NA,NA,NA
686,"passive","Uncaria guianensis","Uncaria","Rubiaceae",15.2,NA,NA,NA,NA
687,"passive","Uncaria talbotii","Uncaria","Rubiaceae",NA,NA,NA,NA,NA
688,"active","Urceola javanica","Urceola","Apocynaceae",NA,NA,NA,NA,NA
689,"active","Urvillea uniloba","Urvillea","Sapindaceae",NA,NA,NA,NA,NA
690,"active","Uvaria argentea","Uvaria","Annonaceae",NA,NA,NA,NA,NA
691,"active","Uvaria excelsa","Uvaria","Annonaceae",NA,91,NA,NA,NA
692,"passive","Uvaria pandensis","Uvaria","Annonaceae",NA,NA,NA,NA,NA
693,"passive","Uvaria poggei","Uvaria","Annonaceae",NA,NA,NA,NA,NA
694,"active","Ventilago africana","Ventilago","Rhamnaceae",NA,NA,NA,NA,NA
695,"active","Ventilago elegans","Ventilago","Rhamnaceae",NA,NA,NA,NA,NA
696,"active","Ventilago neocaledonica","Ventilago","Rhamnaceae",NA,NA,NA,NA,NA
697,"active","Vitis tiliifolia","Vitis","Vitaceae",NA,NA,NA,NA,NA
698,"active","Xerosicyos danguyi","Xerosicyos","Cucurbitaceae",NA,NA,NA,NA,NA
699,"active","Xylophragma platyphyllum","Xylophragma","Bignoniaceae",NA,NA,NA,NA,NA
700,"active","Xylophragma seemannianum","Xylophragma","Bignoniaceae",NA,62.18,NA,39.1,NA
701,"passive","Zanthoxylum mezoneurispinosum","Zanthoxylum","Rutaceae",NA,NA,NA,NA,NA
702,"passive","Zanthoxylum nitidum","Zanthoxylum","Rutaceae",NA,NA,NA,NA,NA
